,0
581,"b'jayjuice22' b'ish_mallymal' b'no' b'song' b""i've"" b'heard' b'was' b'good' b'is' b'what' b'i' b'mean' b'by' b""he's"""
582,b'jennyjohnsonhi5' b'did' b'you' b'say' b'spray' b'tan?' b'**charlie' b'crist' b'switches' b'back' b'to'
583,"b'jennytripletit' b""it's"" b'also' b'a' b'bird,' b'a' b'city,' b'and' b'a' b'math' b'theorem.' b'i' b'make' b'no'"
584,b'jjloveup'
585,"b'johnny3_' b'hpguilty' b'trash' b""ain't"""
586,b'jonj_07' b'like' b'their' b'players' b'really' b'been' b'talking' b'trash' b'about'
587,b'jonahnro' b'no' b'good' b'options' b'left' b'indeed.' b'this' b'president' b'makes' b'jimmy' b'carter' b'look' b'like' b'a' b'piker.' b'so'
588,"b'jonniesantana' b""he's"" b'definitely' b'trash.' b'but' b'if' b'bill' b'cohwer' b'or' b'stanford' b""'s"" b'head' b'coach' b'want' b'the' b'job' b""i'd"" b'hire' b'them.' b'with' b'a' b'new' b'gm' b'of'"
589,"b'josh_ward' b'thuggery?' b'cheating?' b'talking' b'trash?' b""who's"" b'doing' b'that' b'besides' b'jameis?' b'and' b""isn't"" b'nd' b'in' b'the' b'middle' b'of' b'cheating'"
590,"b'jpizzle651' b'i' b""didn't"" b'really' b'have' b'one,' b'was' b'aware' b'of' b'yankees,' b'but' b'always' b'loved' b'dodgers'"
591,b'jumosq' b'zachkruse2' b'yep.' b'*sobs*' b'i' b'got' b'my' b'hopes' b'up' b'when' b'a' b'couple' b'of' b'the' b'national' b'guys' b'(including' b'that' b'kiper/mcshay' b'mock)' b'had' b'him'
592,b'judgmentalnyer' b'eveisapisces' b'it' b'always' b'looks' b'so' b'nice!' b'i' b'was' b'gonna' b'buy' b'this' b'yellow'
593,"b'jundishes' b'elissa' b'would' b'call' b'me' b'trash,' b'vile,'"
594,"b'jundishes' b'get' b'a' b'can' b'of' b'wasp' b'spray.' b'it' b'shoots' b'out' b'20' b'feet' b'and' b'cheaper' b'than' b'bear' b'spay' b'or' b'mace,' b'works' b'just' b'as'"
595,b'justdoitslow' b'&#128530;forever' b'21'
596,b'justtoomuchcake' b'lmao.' b'it' b'bel' b'ike' b'that'
597,"b'khshan' b'victorb123' b'oh' b'but' b'those' b'last' b'few' b'that' b'did..' b'charlie,' b'wilma,'"
598,"b'katewhinehall' b'i' b'starting' b'laughing' b'""worked' b'out""...not' b'b/c' b'i' b'think' b'its' b'funny' b'that' b'you' b'work...' b'*throws' b'phone' b'in' b'trash' b'over' b'butchered'"
599,"b'kaylahprettymom' b'lmao' b'girlllaaaa' b'i' b""don't"" b'like' b'em' b'chunky'"
600,b'keitholbermann' b'i' b'feel' b'the' b'same' b'way' b'about' b'the' b'bigotry' b'and' b'racism' b'of' b'using' b'the' b'word'
601,b'keiveeb' b'yellow' b'shirt' b'hat' b'turnt' b'to' b'da'
602,"b'kellendaniel' b'along' b'with' b'the' b'french' b'blue' b'and' b'buggs' b'bunny' b'viis,' b'and' b'the' b'oreo' b'ivs.'"
603,b'kellyosbourne' b'do' b'u' b'still' b'have' b'ur' b'blk.'
604,b'kensuttling' b'amhistorymuseum' b'yankees' b'he' b'now' b'resides' b'on' b'the' b'mantle'
605,b'kensuttling' b'certainlt' b'not' b'the'
606,b'kensuttling' b'man' b'city' b'and' b'the' b'yankees' b'have' b'got' b'together' b'to' b'form' b'the' b'20th' b'mls' b'club.they' b'begin' b'playing' b'in'
607,b'kensuttling' b'not' b'taking' b'franks' b'advice' b'and' b'he' b'ate' b'the' b'yellow'
608,b'kensuttling' b'the' b'spear' b'chuckers' b'are' b'flooding' b'into' b'upton'
609,b'kensuttling' b'yankees' b'beat' b'then' b'in' b'the' b'grapefruit' b'league' b'the' b'other'
610,"b'kensuttling' b'yankees' b'playing' b'tonight' b'in' b'the' b'bronx,3rd' b'game' b'of' b'the' b'current' b'series' b'against' b'the'"
611,"b'kensuttling' b'you' b'remember,it' b'used' b'to' b'be' b'funny' b'coloured'"
612,b'kevinmarin27' b'i' b'like' b'him' b'but' b'i' b'really' b'doubt' b'he' b'even' b'plays' b'we' b'already' b'got' b'a' b'lot' b'in' b'the' b'big' b'man' b'rotation' b'committed' b'to' b'bosh' b'bird' b'mcbob' b'&amp;'
613,b'kingcuh' b'tee_jonez' b'io..' b'lol' b'osi' b'tangi!' b'haha' b'a' b'tuku' b'ho' b'tangible' b'terryn!' b'atunga' b'ho' b'fie' b'lea' b'lahi'
614,b'kinghov1313' b'pr3ttyn33' b'song'
615,"b'kingluger' b'carne' b'asada,' b'gallo' b'pinto,' b'tajadas' b'verde,' b'queso' b'frito' b'and' b'a' b'salad' b'with'"
616,b'kodymark1' b'go'
617,"b'krbfarms' b'cornfrmr' b'homemade' b'angel' b'food,' b'yellow' b'cake' b'with' b'half-inch' b'chocolate' b'frosting,' b""devil's"" b'food' b'to' b'die' b'for,' b'pecan'"
618,"b'krbfarms' b'cornfrmr' b'i' b'was' b'gone' b'once,' b'dog' b'ran' b'a' b'coon' b'up' b'the' b'transformer' b'pole,' b'she' b'picked' b'it' b'off' b'with' b'one' b'shot-and' b'still' b'had'"
619,b'kristynedwards' b'why' b'were' b'there' b'penguins' b'and' b'a' b'bird' b'in' b'the' b'puppy'
620,b'kummar_king' b'i' b'volunteer' b'to' b'be' b'guinea' b'pig' b'and' b'help' b'test' b'it' b'out'
621,b'kurtbusiek' b'well' b'pee' b'is' b'oft'
622,b'lcistj' b';' b'so' b'you' b'about' b'to' b'purpose' b'to'
623,"b'lilnthebasedgod' b'her' b'face' b'ugly' b'to' b'me,' b'&amp;' b'her' b'nudes' b'were'"
624,b'labugg09' b'&#128514;&#128514;' b'my' b'fault' b'it' b'sound' b'like' b'it' b'fucc'
625,b'lancethespoken' b'statement' b'of' b'the' b'day:' b'ppl' b'who' b'rt' b'chiefsatwar' b'are' b'even' b'dumber' b'than' b'he' b'is.' b'the' b'ole' b'birds' b'of' b'a' b'feather' b'type' b'of'
626,"b'landroverusa' b'our' b'""disco""' b'we' b'used' b'for' b'disaster' b'recovery' b'was' b'an' b'awesome' b'brownie' b'points' b'to' b'how' b'well' b'built' b'they' b'are.' b'most' b'extreme'"
627,b'landonvanbus' b'charlie'
628,b'leoncountrybwoy' b'your' b'a' b'big' b'yute' b'to' b'be' b'having' b'slits' b'in' b'your' b'brows' b'my' b'darg' b'lol' b'drop' b'it'
629,b'lessthanjr' b'and' b'the' b'yankees' b'gave' b'you' b'a' b'win.' b':)' b'happy'
630,"b'lifeasking' b""i've"" b'only' b'like' b'about' b'3' b""pair..they're"" b'overpriced' b'trash'"
631,"b'lifeasking' b'naw...' b""i'm"" b'trash...' b'keep' b'ya' b'pity'"
632,b'lilbthebiggsgod' b'abbey_kirkland' b'two' b'birds' b'with' b'one' b'stone'
633,"b'lilmissrightie' b'hey' b'#teabagger' b'the' b'#benghazi' b'thing' b'is' b'a' b'joke.' b'13' b'benghazis' b'under' b'bush,' b'no' b'hearings.' b'more' b'on' b'benghazi' b'than' b'real' b'9-11'"
634,b'linnlondon1' b'i' b'want' b'some' b'clams' b'on' b'the' b'half' b'shell'
635,b'linzbella' b'you' b'date' b'colored'
636,"b'liveitupjersey' b'ccass357' b""don't"" b'trash' b'jersey...odds' b'are..you' b""wouldn't"" b'last' b'10' b'minutes' b'around' b'here!' b'go' b'back' b'to' b'watching'"
637,"b'liveitupjersey' b'bwahaaaa' b'i' b'just' b'choked' b'on' b'an' b'oreo' b'cookie!' b""i'm"" b'figuring,' b'this' b'may' b'have' b'something' b'to' b'do' b'with'"
638,"b'loldyrus' b""it's"" b'retarded.' b'ignore' b'the' b'harlem' b'shake' b'fad' b'and' b'hope' b'it' b'goes' b'away'"
639,b'lov3tadaisha' b'&#128514;&#128514;&#128514;' b'a' b'box' b'full' b'of' b'yellow'
640,"b'lucci_dpc' b'what' b'did' b'i' b'prove' b'for' b'you?' b'that' b""you're"" b'blissfully' b'ignorant?' b'group' b'thinker?' b'political' b'chump' b'and' b'race'"
641,b'luckyl3ft' b'najmaaa_ali' b'yellow' b'bone' b'be' b'oh' b'so' b'easy' b'wit' b'da' b'name' b'callin'
642,b'lvl_7_eevee' b'unicorncowboy' b'hisorraya' b'i' b'just' b'wanted' b'brownies'
643,"b'lvl_7_eevee' b'unicorncowboy' b'hisorraya' b""i'll"" b'trade' b'you' b'one' b'car' b'drift' b'for'"
644,"b'magnedeth' b'but' b'seriously,' b""it's"" b'the' b'only' b'reason' b'i' b'use' b'a' b'mega' b'whatsoever.' b'pure' b'favoritism.' b'also' b'those' b'sweet' b'fuzzy'"
645,"b'mc_jaytee' b'lol' b'i' b'already' b'made' b'it.' b""i'm"" b'waiting' b'on' b'my' b'brownies' b'to' b'finish'"
646,"b'msoltan18' b'jordan23junkies' b""it's"" b'supposed' b'to' b'be' b'grey' b'with' b'speckled' b'blue' b'midsole' b'and' b'the' b'soles' b'are' b'more' b'yellow' b'than' b'icy' b'so'"
647,"b'msoltan18' b'koredeb9' b'i' b""don't"" b'suck' b'tho,' b""you're"" b'just' b'mad' b'because' b""you're"" b'trash' b'and' b'i' b'carried' b'you.' b'you' b'always' b'had' b'0'"
648,"b'm_a_larson' b'stevestreza' b""you're"" b'saying' b'zebras' b'are'"
649,"b'm_ragingbabe' b""i'm"" b'not' b'trying' b'to' b'be' b'critical' b'but' b'jr.' b'literally' b'looks' b'like' b'he' b'just' b'ate' b'a' b'pot' b'brownie,' b'got' b'off' b'a' b'couch' b'and' b'put' b'on' b'his'"
650,b'machell1123' b'i' b'hope' b'you' b'get' b'better' b'soon!' b'colds' b'are' b'for' b'the'
651,b'maddslander' b'&#128514;' b'welcome' b'back' b'b..' b'without' b'your' b'daily' b'rants' b'my' b'tl' b'was' b'trash'
652,b'mahnameisjared' b'be' b'my' b'guest.' b'i' b'want' b'to' b'be' b'a' b'bird' b'i'
653,"b'mariejosegmh' b'dwb666' b'seahopke' b'zenterrorist86' b'tegenwoordig' b'weet' b'je' b'ook' b'al' b'niet' b'wat' b'voor' b'vlees' b'je' b'eet,voor' b'je' b't' b'weet' b'is' b't' b'zebra' b'of' b'een'"
654,b'markb_lifestyle' b'sportscenter' b'athletics' b'cant' b'the' b'yankees' b'make' b'some' b'last' b'weeks'
655,"b'mathanugg' b'you' b'mean' b'the' b'one' b'i' b'colored' b'with' b'crayons' b""isn't"""
656,"b'mattlacasse' b'his' b'do' b'not,' b'until' b'playoffs.' b'but' b'luckily,' b'this' b'means' b'that' b'any' b'future' b'kid' b'will' b'definitely' b'root' b'for' b'the'"
657,"b'mckinseey' b'the' b'grass' b'is' b'greener' b'on' b'the' b'other' b'side' b'of' b'the' b'fence' b'of' b'course' b""it's"" b'also' b'a' b'soggy' b'septic'"
658,"b'mclaffytaffy' b'""the' b'yankees' b'of' b'football""' b'was' b'the' b'funniest' b'part' b'of' b'your' b'latest' b'video.' b'sincerely,' b'all' b'of'"
659,"b'mclaffytaffy' b'reason' b'#2' b'i' b""didn't"" b'order' b'a' b'shirt:' b'taffy' b'will' b'know' b'where' b'i' b'live' b'and' b'he' b'would' b'probably' b'find' b'me' b'and' b'stab'"
660,b'mcsheeti' b'means' b'trash'
661,b'mdnate' b'interested.' b'just' b'wanted' b'to' b'see' b'a' b'better' b'pic' b'of' b'the'
662,b'meowmariss' b'i' b'thought' b'i' b'was' b'the' b'ghetto' b'word' b'for'
663,b'mick_peddicord8' b'thank' b'you' b'again'
664,b'midnight_snacka' b'nick_504_' b'u' b'look' b'like' b'that' b'fat' b'kid' b'on' b'charlie' b'walker' b'the' b'that' b'got' b'stuck' b'it' b'the' b'chocolate'
665,b'midwestxpride' b'have' b'her' b'learn' b'the' b'first' b'30' b'seconds' b'of' b'flesh' b'and' b'the' b'power' b'it' b'holds-' b'death.' b'that' b'riff' b'would' b'be' b'cool' b'for' b'a' b'bird' b'to' b'do'
666,b'mika_tan' b'would' b'be' b'perfect' b'w/a' b'graham' b'cracker' b'flavored' b'bun' b'or' b'a' b'maple' b'dougnut'
667,"b'mikeluckas' b'oh,' b'me,' b'too!' b'pain' b'meds' b'just' b'made' b'my' b'brain' b'fuzzy' b'and' b'though' b'banjo' b'kazooie' b'for' b'a'"
668,"b'mikesgraffix' b'malachidupre' b'all' b'that' b'trash' b'talk' b'and' b'we' b'win' b'championships!!!' b""you're"" b'boring' b'me'"
669,"b'millercoors' b'thanks' b'for' b'the' b'follow' b'guys!' b""i'm"" b'enjoying' b'a' b'cold' b'yellow' b'belly' b'right'"
670,b'minutemanx1776' b'theyknownotwhat' b'&lt;&lt;' b'closet' b'muzzie' b'mayberryjustin' b'allforcountry' b'lilmissprepper' b'ritzy_jewels'
671,b'miseducated411:' b'your' b'mind' b'is' b'free' b'and' b'your' b'soul.' b'satan' b'will' b'present' b'to' b'u' b'in' b'his' b'kingdom' b'the' b'things' b'that' b'mock' b'u.' b'stay' b'strong' b'in'
672,b'misplaced_momma' b'hello' b'dare' b'momma.' b'i' b'show' b'glad' b'dat' b'u' b'follow' b'me.' b'u' b'lbe' b'screamin' b'hot' b'in' b'dem' b'pitchers.' b'you' b'eva' b'b' b'wit' b'colored'
673,b'missmulgra' b'starts' b'making' b'monkey' b'faces' b'behind'
674,b'missrobinv' b'that' b'pic' b'with' b'the' b'red' b'bone' b'in' b'braids' b'and' b'that' b'tiger' b'in' b'the' b'back' b'for'
675,b'missstef0318' b'_mariapetrova' b'teabaggers' b'weakening' b'food' b'and' b'environmental' b'regulations' b'is' b'infinitely' b'more' b'scary' b'and' b'lethal' b'than'
676,"b'missyankee' b'sportsteamnews' b'looking' b'at' b'the' b'royals' b'and' b'wondering' b'what' b'could' b'have' b'been' b'if' b'we' b""didn't"" b'decimate' b'the' b'yankee' b'farm'"
677,b'misters206' b'you' b'look' b'like' b'a'
678,b'mitchvorce' b'sheeze' b'a' b'yellow'
679,b'morning_joe' b'if' b'nbc' b'has' b'elected' b'you' b'to' b'be' b'a' b'spokesman' b'for' b'nbc' b'they' b'are' b'in' b'a' b'lot' b'of' b'trouble.' b'i' b'and' b'friends' b'will' b'no' b'longer' b'watch' b'nbc' b'trash'
680,"b'mr2damngood4u' b'as' b'in&gt;' b'#nature' b'#biology&gt;' b'dogs' b""don't"" b'eat' b'each' b'other' b'as' b'much' b'as' b'birds' b'do.' b'not' b'everything' b'is' b'as' b'it' b'seems' b'in' b'human'"
681,"b'mrfayoh' b'im' b'a' b'proud' b'wacko' b'bird,' b'how' b'bout'"
682,b'mr_ritchie_j' b'5' b'of' b'us' b'decided' b'to' b'drink' b'everclear' b'and' b'go' b'to' b'a' b'yankees' b'game..' b'only' b'two' b'made' b'it' b'to' b'their'
683,"b'mrszookeeper' b'cornfrmr' b'when' b'mary' b'asked' b'him' b'about' b'it,' b'said' b'""the' b'part' b'you' b'eat' b'is' b'white-you' b'throw' b'the' b'yellow'"
684,b'murdaaamike' b'yfly23' b'wow' b'i' b'can' b'put' b'slit' b'trophies' b'against' b'u' b'in'
685,b'nflonfox' b'random' b'thought' b'-' b'if' b'a' b'bird' b'crossing' b'the' b'path' b'of' b'a' b'fg' b'try' b'were' b'impacted' b'by' b'ball' b'causing' b'it' b'to' b'deflect' b'off' b'course.' b're-kick' b'or'
686,"b'ng5_' b'thirsty' b'giants' b'are' b'always' b'like' b'""ho,' b'ho,'"
687,b'ntxprogressive' b'yeah..cause' b'if' b'anyone' b'thinks' b'this' b'clown' b'went' b'to' b'target' b'to' b'buy' b'oreos' b'is' b'as' b'stupid' b'as' b'all' b'of' b'them'
688,"b'nydnsports' b'yankees' b'ugh' b',' b'espo4710' b'put' b'one' b'420' b'dead' b'center' b'off' b'him'"
689,b'nyrkelsmads' b'dat' b'damn' b'dog' b'eats' b'betta' b'den' b'most' b'colored' b'folk'
690,b'nyrkelsmads' b'i' b'be' b'wishin' b'you' b'was' b'local.' b'i' b'takes' b'you' b'to' b'da' b'yankee' b'game' b'and' b'spoil'
691,b'nyrkelsmads' b'i' b'gots' b'to' b'be' b'bein' b'colored' b'and'
692,b'nyrkelsmads' b'you' b'never' b'survive' b'in' b'da' b'colored'
693,b'nyrkelsmads' b'davidortiz' b'barackobama' b'i' b'likes' b'da'
694,"b'nyrkelsmads' b'popup82' b'its' b'perfection.' b'my' b'brain' b'crossed' b'wires' b'or' b'something,' b'i' b'dont' b'know' b'why' b'i' b'came' b'up' b'with' b'concentration,maybe' b'the' b'ghetto'"
695,b'nashgrier' b'purple'
696,"b'nazario1017' b'i' b'feel' b'that..' b'i' b'see' b'nothing' b'wrong' b'with' b'the' b'gta' b'killing' b'bc' b""it's"" b'not' b'the' b'sole' b'purpose' b'of' b'the'"
697,b'ncoleycole' b'u' b'still' b'a' b'mutt' b'tho'
698,b'ncoleycole' b'y' b'u' b'not' b'on' b'the' b'monkey' b'bars' b'too'
699,b'neontreezz' b'pocbeauty' b'......so.....white' b'people' b'selling' b'#african' b'art?' b'not' b'cool?'
700,b'nicoleadietrich' b'chug'
701,b'nipseyhussle' b'nip' b'im' b'tryna' b'buy' b'a' b'copy' b'of' b'#crenshaw!!' b'but' b'your' b'website' b'is' b'down..' b'let' b'me' b'know'
702,"b'nohazardnoparty' b'pibbzyx' b'piersmorgan' b'jim_mclaren' b'i' b""can't"" b'wait' b'for' b'the' b'day' b'they' b'take' b'them' b'be' b'a' b'boon' b'for' b'the' b'entire'"
703,b'nomeatballs' b'mtaraban' b'is' b'so' b'excited' b'about' b'his' b'red' b'velvet'
704,"b'nomeek_justmilz' b'if' b'they' b'trash' b'in' b'yr' b'3' b'or' b'4' b""he'll"" b'waive' b'it'"
705,"b'noshtickzone' b'charlie' b'brown' b'a' b'christmas' b'story' b'rudolph,' b'but' b'only' b'because' b'of' b'the' b'island' b'of' b'misfit'"
706,"b'notevanlarkin' b'bbcollins32' b'birds' b'of' b'a' b'feather' b'flock' b'together' b""y'all"""
707,b'notsosweetpea' b'i' b'like' b'brownies'
708,b'notsosweetpea' b'soo' b'when' b'we' b'hanging' b'out' b'and' b'makin'
709,"b'og_dakota' b'lemme' b'just' b'throw' b'a' b'302' b'in' b'it,' b""how's"" b'the'"
710,b'omfgitsoscar' b'basic'
711,b'officialccane' b'naah' b'da' b'twitter' b'bird'
712,b'oltimebaseball' b'yankees' b'pauloneillyes' b'that' b'matters'
713,b'oldmanro' b'you' b'should' b'check' b'it' b'out...' b'it' b'aint' b'animated' b'and' b'has' b'charlie' b'murphy' b'in'
714,b'originvlepic' b'in' b'the'
715,b'pcmag' b'overpriced' b'complete' b'trash.' b'not' b'even'
716,b'pwilliamsd' b'i' b'need' b'some' b'clams' b'on' b'the' b'half' b'shell' b':-).' b'down' b'here' b'all' b'you' b'can' b'get' b'is' b'deep' b'fried' b'clam'
717,b'param0nster_' b'you' b'and' b'me' b'having' b'twitter' b'bird' b'shaped' b'pancakes' b'that' b'would' b'just' b'be' b'a'
718,b'paulyy2' b'nah' b'some' b'honkey' b'lookin' b'dude' b'at'
719,"b'pepper_redbone' b'yankees' b'mets' b'exactly' b'by' b'folks' b'who' b""can't"" b'favor' b'to' b'get' b'into' b'that' b'lovely' b'old'"
720,"b'pepper_redbone' b'yankees' b'mets' b'i' b'miss' b'nyc!!' b'nashville' b'needs' b'a' b'pro' b'al' b'team.' b'the' b'closest' b'is' b'kc' b'or' b'tampa.' b""that's"" b'pretty' b'bad.' b'the' b'south' b'is'"
721,b'pepper_redbone' b'yankees' b'mets' b'i' b'miss' b'the' b'pizza!' b'the'
722,b'pepper_redbone' b'yankees' b'mets' b'oh' b'yeah.' b'and' b'the' b'annoying' b'damn' b'duck' b'calls??' b'they' b'outta' b'be' b'banned.' b'duck'
723,b'pepper_redbone' b'yankees' b'just' b'getting' b'in!' b'i' b'hope' b'so.' b'cause' b'they' b'stunk' b'it' b'up' b'last'
724,"b'persianboi10' b'ryantburnss' b'hahaha' b'""chunky' b'goalkeeper' b'makes' b'a' b'save' b'with' b'his'"
725,"b'pete_or' b'i' b'prefer' b'zebra' b'visually.' b""didn't"" b'know' b'about' b'lesser'"
726,b'peterclifford1' b'penny_g' b'angrybraveheart' b'sheikhkhalifapm' b'love' b'h.birds!' b'used' b'to' b'feed' b'them' b'when' b'i' b'lived' b'in' b'wa' b'state.' b'hv' b'them' b'on' b'mtn' b'in'
727,"b'phantomgourmet' b'someone' b'gave' b'me' b'a' b'nip' b'of' b'baileys' b'irish' b'cream' b'coffee,' b'what' b'can' b'i' b'use' b'it'"
728,b'philhecken' b'i' b'don&#8217;t' b'understand' b'how' b'it&#8217;s' b'weak' b'to' b'give' b'anything' b'to' b'jeter' b'when' b'the' b'astros' b'barely' b'have' b'any' b'history' b'with' b'the'
729,b'pinche_escobar' b'too' b'make' b'up' b'for' b'your' b'yellow'
730,"b'plannedsickdays' b'hey,' b'do' b'you' b'have' b'that' b'screen' b'shot' b'of' b""djk's"" b'wiki' b'page' b'being' b'updated' b'regarding' b'the' b'trash' b'can'"
731,b'powlengmawi' b'yung' b'nakalagay' b'sa' b'second' b'page' b'ng' b'handout' b'na' b'may' b'closed' b'ended' b'questions' b'etc.' b'tapos' b'lalagay' b'sa' b'1/2' b'yellow'
732,"b'princedemitri' b'theweek' b'russlljones' b'typical' b'hitchens' b'type' b'atheist' b'and' b'was' b'watching' b'a' b'doc' b'on' b'how' b'hollywood' b'hates' b'god,' b'ready' b'to' b'mock'"
733,b'progress4ohio' b'msnbc' b'meetthepress' b'would' b'not' b'spend' b'my' b'money' b'on' b'trash' b'like'
734,b'prosperindia' b'ho' b'no.' b'without' b'ur' b'vote' b'we' b'lost' b'the' b'election.' b'ak49' b'is' b'taking' b'oath' b'as' b'pm' b'today.'
735,"b'pudingtane' b'....yeah....i' b""don't"" b'think' b'its' b'about' b'#injuns.' b'i' b'think' b'#redskins' b'is' b'about' b'#politics' b'and' b'#alcoholism' b'in' b'#washingtondc'"
736,"b'pushinuproses' b'my' b'current' b'favorite' b'line' b'is' b'shea' b'moisture.' b""it's"" b'at' b'target' b'and' b'cvs.' b'great' b'for' b'dry,' b'curly,' b'and/or' b'colored'"
737,"b'qvc' b'strawberry' b'shortcake.' b'stacked' b'with' b'whipped' b'cream,' b'yellow' b'spunge-cake,' b'&amp;' b'sliced' b'#strawberries' b'freshly' b'picked' b'from' b'the' b'farm' b'w/' b'my'"
738,b'queensavage97' b'naw' b'i' b'juss' b'like' b'making' b'you' b'a' b'lil' b'mad' b'&#128514;' b'i' b'have' b'been' b'gone' b'for' b'too' b'long' b'tho' b'i' b'hate' b'the'
739,"b'rpopbox' b'boxing' b'yeah' b'he' b'definitely' b""wasn't"" b'the' b'same' b'guy' b'who' b'fought' b'lara' b'but' b'he' b'cuts' b'the' b'ring' b'off' b'well' b'which' b'should' b'be' b'a' b'huge' b'boon' b'to'"
740,"b'raincaudillo' b'word.' b'do' b'any' b'of' b'ur' b'decisions' b'include' b'anchor,' b'feather,' b'infinity' b'sign,'"
741,"b'rainaluvsa' b'in' b'that' b'picture' b'yes,' b'i' b""haven't"" b'had' b'an' b'updated' b'pic' b'added' b'the' b'angel' b'wing' b'is' b'colored' b'now' b'too,' b'and' b'thanks' b'represents' b'what' b'i' b'am'"
742,b'ratchetsue' b'the' b'only' b'thing' b'better' b'than' b'a' b'bargain' b'is' b'a' b'yankee'
743,b'rawker8' b'ronnie2k' b'nba2k' b'get' b'some' b'money' b'and' b'stop' b'playing' b'that' b'old'
744,"b'realgilbert' b'&amp;' b'the' b'hunters' b'anthem' b'goes' b'""al' b'goreing' b'we' b'will' b'go,' b'hi' b'ho' b'the' b'dairy' b'o' b'al' b'goreing' b'we' b'will'"
745,b'realskipbayless' b'man' b'what' b'about' b'wilson' b'being' b'the' b'2nd' b'black' b'qb' b'to' b'win' b'a' b'chip?' b'talkn' b'about' b'trash' b'talk.' b'no' b'shine' b'for'
746,b'rebellblume' b'hats' b'on' b'us' b'not' b'trash' b'tho'
747,"b'retroreasoning' b'i' b'think' b'most' b'rpgs' b'are' b'for' b'the' b'birds.' b'i' b""ain't"" b'no' b'bird' b'brain'"
748,b'richardengel' b'ugh..and' b'lemme' b'guess' b'they' b'have' b'yellow' b'cake' b'too?' b'heard' b'this' b'story'
749,b'robda64' b'thanks!!!' b'now' b'go' b'clean' b'that' b'trash' b'can' b'ya' b'lil' b'nasty!'
750,"b'robertgbeckel:' b'""do' b'you' b'know' b'how' b'good' b""ho-ho's"" b'are' b'at' b'2am?""' b'andreatantaros' b'answers,' b'""you' b""haven't"" b'given' b'up' b'all' b'your' b'ho-ho\'s.""' b'whoa.'"
751,b'ronanfarrow' b'yeah' b'we' b'know' b'about' b'anglo-american'
752,"b'ronnie2k' b'not' b'just' b'pharrell' b'gave' b'2k' b'a' b'trash' b'non-basketball' b'soundtrack,' b""y'all"" b'still' b'have' b'problems' b'with' b'servers'"
753,"b'ronniemack12' b'dawg,' b'you' b'so' b'trash' b'your' b'momma' b'got' b'charged' b'with' b'littering' b'when' b'she' b'dropped' b'you' b'off' b'for'"
754,b'rottenstench' b'dat' b'was'
755,b'royceda59' b'green' b'bananas' b'are' b'better' b'then' b'yellow' b'ones'
